"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.efax.com/how-to/send-a-fax-by-email","text/html; charset=UTF-8","200","OK","Indexable","","Email to Fax: A Guide on How to Fax from Email | eFax","53","478","Sending an online fax through email is as simple as sending a text message. Learn how to send a fax by email using eFax and send a fax from anywhere.","149","966","","0","How to Fax from Email: A Guide on Email to Fax","46","Send Fax by Email – What Do You Need?","37","How Email to Fax Works?","23","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/how-to/send-a-fax-by-email","","","","","","545572","72837","72837","27.902","","2636","425","6.202","72.227","Fairly Easy","4.311","2","1","","359","279","0","100.000","186","76","0","43","16","0","","","","","f616d8bec54ef9972c1aaf0120a6ec1","0.584","","","","","en-US","1.1","","","","","","https://www.efax.com/how-to/send-a-fax-by-email","2025-11-17 12:50:09"
"https://www.efax.com/products/jsign","text/html; charset=UTF-8","200","OK","Indexable","","jSign | Secure Electronic Signature Service","43","370","jSign accelerates record keeping and documentation by providing a secure, HITRUST-certified electronic signature tool for heavily regulated businesses to get documents signed and approved more efficiently.","205","1314","","0","HIPAA Compliant. HITRUST Certified. Electronic Signatures Made Tamperproof.","75","A Secure Way to Electronically Sign Documents Online","52","Maintain Data Integrity","23","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/products/jsign","","","","","","460618","64804","64804","24.825","","1855","310","5.984","44.422","Hard","4.532","2","1","","642","278","0","99.640","163","68","0","52","26","0","","","","","f6cc1da52011765ca5ead5f050ca88d7","0.594","","","","","en-US","1.1","","","","","","https://www.efax.com/products/jsign","2025-11-17 12:50:10"
"https://www.efax.com/pricing","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","0","","1270","279","0","100.000","0","0","0","0","0","0","","","","","","0.120","","","","","","1.1","","","","","","https://www.efax.com/pricing","2025-11-17 12:50:11"
"https://www.efax.com/industry/transportation","text/html; charset=UTF-8","200","OK","Indexable","","Secure Online Fax Solution for Transportation Industry | eFax","61","535","Empower your transportation business with cloud faxing solutions from eFax. Maintain operational efficiency with secure, on-the-go document exchange.","149","970","","0","Online Fax Solutions for Transportation, Freight & Logistics Companies","70","eFax for Transportation","23","Trusted by Experts","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/industry/transportation","","","","","","464288","67611","67611","25.900","","1523","250","6.092","67.947","Normal","3.749","2","1","","847","279","0","100.000","183","72","0","44","16","0","","","","","2a0eb7dd0117dcfc5e2d03d486753da1","0.383","","","","","en-US","1.1","","","","","","https://www.efax.com/industry/transportation","2025-11-17 12:50:10"
"https://www.efax.com/how-it-works","text/html; charset=UTF-8","200","OK","Indexable","","How to Send and Receive Faxes Online? | eFax","44","409","Explore how to fax online conveniently with eFax. Learn about how to use eFax messenger and mobile app to send and receive faxes from anywhere.","143","944","","0","How to Fax Online","17","Trusted by Experts","18","How to Fax Online with eFax","27","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/how-it-works","","","","","","608937","78152","78152","29.939","","3170","517","6.132","73.418","Fairly Easy","4.334","2","0","","338","279","0","100.000","191","82","0","47","17","0","","","","","8e4e09a66b70a64b9156f0e582a0b18c","0.432","","","","","en-US","1.1","","","","","","https://www.efax.com/how-it-works","2025-11-17 12:50:11"
"https://www.efax.com/events","text/html; charset=UTF-8","200","OK","Indexable","","Events - eFax","13","117","Explore upcoming eFax events, webinars, and industry conferences. Stay informed on where to connect with our team and learn about the latest in secure digital faxing.","166","1062","","0","The Latest from eFax","20","Latest Blogs","12","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/events","","","","","","356673","51453","51453","19.711","","168","44","3.818","81.599","Easy","2.492","2","0","","563","278","0","99.640","166","73","0","43","17","0","","","","","81e2c0645451f398fe13916e1b7d1ef0","0.396","","","","","en-US","1.1","","","","","","https://www.efax.com/events","2025-11-17 12:50:12"
"https://www.efax.com/industry/real-estate","text/html; charset=UTF-8","200","OK","Indexable","","Online eFax Solutions for Real Estate","37","325","Looking for a better, more efficient way for your realtors to fax? eFax offers realtor fax solutions to help you close more deals faster.","137","832","","0","Streamline Mortgage and Real Estate Processes With eFax®","56","eFax for Real Estate","20","Trusted by Experts","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/industry/real-estate","","","","","","469456","68496","68496","26.240","","1778","286","6.217","72.007","Fairly Easy","3.998","2","1","","848","279","0","100.000","182","71","0","46","16","0","","","","","13378f2b872956da416b3cffd47b46e0","0.382","","","","","en-US","1.1","","","","","","https://www.efax.com/industry/real-estate","2025-11-17 12:50:12"
"https://www.efax.com/products/plus-pro","text/html; charset=UTF-8","200","OK","Indexable","","Pro Plus - eFax","15","132","eFax Plus and Pro offer everything you need for secure, online faxing. Upgrade today to Send, receive, and sign faxes digitally without the hassle of traditional fax machines.","175","1086","","0","Online Faxing and a Whole Lot More","34","Do More with eFax Plus & Pro","28","Billing Period","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/products/plus-pro","","","","","","489881","65920","65920","25.253","","1658","429","3.865","70.246","Fairly Easy","3.837","2","1","","571","278","0","99.640","191","68","0","48","20","0","","","","","eb2a487418ca694c2e6c183c0f9044f7","0.568","","","","","en-US","1.1","","","","","","https://www.efax.com/products/plus-pro","2025-11-17 12:50:13"
"https://www.efax.com/products/fax-api","text/html; charset=UTF-8","200","OK","Indexable","","Fax API | eFax Enterprise Fax API For High-Volume Faxing","56","509","Integrate enterprise-grade faxing, compliance with HIPAA and GLBA, and direct messaging into your application with the eFax Fax API.","132","851","","0","Programmable Fax API for Enterprise","35","eFax Enterprise Fax API","23","Accomplish More With the eFax Enterprise API","44","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/products/fax-api","","","","","","461699","68074","68074","26.078","","1829","372","4.917","51.285","Fairly Hard","4.457","2","1","","590","278","0","99.640","169","72","0","45","19","0","","","","","2a4cf281558e2f4eb9000df41c77360e","0.601","","","","","en-US","1.1","","","","","","https://www.efax.com/products/fax-api","2025-11-17 12:50:14"
"https://www.efax.com/features/toll-free-numbers","text/html; charset=UTF-8","200","OK","Indexable","","Get A Toll-Free Number for Online Faxing - eFax","47","418","Get a toll-free number for online faxing at eFax! Sign up to get a toll free number for business and gain a nationwide presence today, call to get started!","155","949","","0","Get Your Toll-Free Fax Number","29","Grow Your Business with a Toll-Free Fax Number from eFax","56","What is a Toll-Free Number?","27","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/toll-free-numbers","","","","","","464535","66615","66615","25.519","","1900","292","6.507","66.028","Normal","4.307","2","1","","361","279","0","100.000","168","69","0","46","16","0","","","","","9ead0fcc89ed1042dede7a3a7f5c0ae0","1.144","","","","","en-US","1.1","","","","","","https://www.efax.com/features/toll-free-numbers","2025-11-17 12:50:14"
"https://www.efax.com/how-to/fax-from-iphone","text/html; charset=UTF-8","200","OK","Indexable","","How to Fax from iPhone: Quick & Easy Guide | eFax","49","451","Learn how to fax from iPhone securely using eFax. Discover efficient methods and a step-by-step guide on how to fax from iPhone without needing a landline or fax machine.","170","1094","","0","How to Fax from iPhone or iPad?","31","How to Send a Fax From iPhone in 6 Simple Steps?","48","3 Alternative Ways To Send a Fax from Your iPhone","49","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/how-to/fax-from-iphone","","","","","","524419","75027","75027","28.741","","2675","420","6.369","72.980","Fairly Easy","4.510","2","1","","585","278","0","99.640","182","73","0","45","18","0","","","","","1a5e9d9682a7c69c0c8f36101ab291d1","0.618","","","","","en-US","1.1","","","","","","https://www.efax.com/how-to/fax-from-iphone","2025-11-17 12:50:14"
"https://www.efax.com/features/components","text/html; charset=UTF-8","200","OK","Indexable","","Features and Components of eFax","31","305","What are the components and features of eFax? Here's what you get with an eFax account.","87","578","","0","Features and Components of eFax®","32","Electronic Fax Signing","22","Mobile Apps (iOS & Android)","27","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/components","","","","","","452583","61539","61539","23.574","","1163","209","5.565","68.213","Normal","3.367","2","1","","565","278","0","99.640","163","67","0","42","15","0","","","","","73a036eaadc110da62f9468a4a370cb9","0.573","","","","","en-US","1.1","","","","","","https://www.efax.com/features/components","2025-11-17 12:50:16"
"https://www.efax.com/industry/education","text/html; charset=UTF-8","200","OK","Indexable","","Secure Online Fax Solution for Educational Institutions | eFax Corporate","72","629","Fax student records securely with eFax Corporate, an online fax solution for educational institutions that integrates with cloud apps and ensures FERPA & HIPAA compliance","170","1090","","0","Online Fax Services for the Education Industry: Secure, Compliant and Convenient","80","Trusted by Experts","18","Securely Handle Student Records with a Trusted Cloud Fax Solution","65","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/industry/education","","","","","","468505","67837","67837","25.987","","1475","247","5.972","54.631","Fairly Hard","3.788","2","1","","848","279","0","100.000","182","71","0","48","20","0","","","","","4f462f59b2fbc98a0e0e6aa7f34ed9aa","0.621","","","","","en-US","1.1","","","","","","https://www.efax.com/industry/education","2025-11-17 12:50:16"
"https://www.efax.com/features/numbers-management","text/html; charset=UTF-8","200","OK","Indexable","","Manage your Fax Numbers With eFax","33","331","You can use eFax to set up local fax numbers for your international offices and manage your numbers using your eFax portal","122","786","","0","Manage your Fax Numbers With eFax®","34","Manage Fax Numbers and Setup New Ones With eFax®","48","Manage Your Online Fax Numbers","30","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/numbers-management","","","","","","440089","60862","60862","23.315","","988","183","5.399","73.342","Fairly Easy","3.185","2","1","","564","278","0","99.640","165","67","0","43","15","0","","","","","b4dac59e9ead255560135361959144eb","0.596","","","","","en-US","1.1","","","","","","https://www.efax.com/features/numbers-management","2025-11-17 12:50:16"
"https://www.efax.com/how-to/send-faxes-online","text/html; charset=UTF-8","200","OK","Indexable","","How to Send Faxes Online | eFax","31","288","Learn how your business can save time and resources by easily sending online faxes with eFax's cloud-based faxing service.","122","786","","0","Learn How to Send Faxes Online Easily","37","Follow These 5 Easy Steps To Send Faxes Online","46","Experience the Simplicity and Cost-Effectiveness of Online Faxing","65","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/how-to/send-faxes-online","","","","","","497679","70224","70224","26.901","","1746","285","6.126","69.550","Normal","3.726","2","1","","574","278","0","99.640","175","71","0","44","17","0","","","","","201b2ff9cff80633e1311b8d89cdd0be","0.616","","","","","en-US","1.1","","","","","","https://www.efax.com/how-to/send-faxes-online","2025-11-17 12:50:16"
"https://www.efax.com/list-of-cookies","text/html; charset=UTF-8","200","OK","Indexable","","List Of Cookies - eFax","22","191","Discover which cookies eFax uses to support user experience, analytics, and personalization. Review the complete list of cookies to learn how we use them.","154","985","","0","Cookies we use on this site.","28","Cookie Consent","14","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/list-of-cookies","","","","","","334130","46612","46612","17.856","","51","16","3.188","87.482","Easy","2.449","2","0","","286","279","0","100.000","158","67","0","41","15","0","","","","","7aee5a79058cffc40a4d53d0f9927250","0.612","","","","","en-US","1.1","","","","","","https://www.efax.com/list-of-cookies","2025-11-17 12:50:17"
"https://www.efax.com/affiliate","text/html; charset=UTF-8","200","OK","Indexable","","Affiliate - eFax","16","127","Become an eFax Affiliate and unlock high earnings by promoting secure online fax services. Join eFax’s trusted affiliate network and start generating revenue today.","164","1039","","0","eFax Affiliate Program","22","How Do I Join?","14","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/affiliate","","","","","","344810","48657","48657","18.640","","192","40","4.800","75.944","Fairly Easy","2.611","2","0","","286","279","0","100.000","158","67","0","42","16","0","","","","","c1a922381e26de52bac5f90bbdd12029","0.622","","","","","en-US","1.1","","","","","","https://www.efax.com/affiliate","2025-11-17 12:50:18"
"https://www.efax.com/features/integrations","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Extensive Fax Integrations: Send Fax from Different Software | eFax","67","594","Use eFax tech stack integrations to streamline your business workflows and meet industry regulations, integrating faxing functionality to your own software or the products you use everyday like Google, Microsoft, or desktop and mobile applications.","248","1569","","0","Tech Stack Integrations for Online Faxing","41","What is Fax Integration?","24","What Types of Fax Integrations Are There?","41","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/large-file-sharing","","","","","","456837","66553","66553","25.495","","2140","346","6.185","52.389","Fairly Hard","4.861","2","1","","568","278","0","99.640","174","72","0","43","16","0","","","","","a64dba632145311af72f8e8524c297ae","0.443","","","","","en-US","1.1","","","","","","https://www.efax.com/features/integrations","2025-11-17 12:50:18"
"https://www.efax.com/industry/consulting","text/html; charset=UTF-8","200","OK","Indexable","","Online Consultant Fax Services | eFax Corporate","47","422","Streamline consultant fax workflows with eFax Corporate. Send and receive online faxes seamlessly, integrate with cloud apps, and ensure safe transmission.","155","1001","","0","Low-Cost Online Faxing Solution Trusted by Consultants","54","Consulting","10","Trusted by Experts","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/industry/consulting","","","","","","472324","68872","68872","26.384","","1594","269","5.926","60.705","Normal","3.858","2","1","","847","279","0","100.000","179","71","0","54","24","0","","","","","10f7cc7115862809a63167f2943f813f","0.638","","","","","en-US","1.1","","","","","","https://www.efax.com/industry/consulting","2025-11-17 12:50:18"
"https://www.efax.com/features/local-fax-number","text/html; charset=UTF-8","200","OK","Indexable","","How to Get a Local Fax Number and Boost Your Local Presence | eFax","66","618","Enhance local credibility with an eFax Local Fax number. Discover how you can Build trust, widen your market, and communicate effortlessly with Local Fax Number.","161","1040","","0","How to Get a Local Fax Number For Free?","39","What is a Local Fax Number?","27","Are Local Fax Numbers Relevant and Critical for Business Communications","71","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/local-fax-number","","","","","","473095","68310","68310","26.168","","2516","375","6.709","64.483","Normal","4.936","2","1","","315","279","0","100.000","176","73","0","45","15","0","","","","","89a3e4e67d71c0b9c589bcaae378a957","1.086","","","","","en-US","1.1","","","","","","https://www.efax.com/features/local-fax-number","2025-11-17 12:50:18"
"https://www.efax.com/features/administration","text/html; charset=UTF-8","200","OK","Indexable","","Administrator Features | eFax Corporate","39","352","Manage user and administrator permissions from the administrator dashboard. Streamline faxing workflows with user groups and sub-groups.","136","901","","0","Manage Your Account as an eFax Corporate Administrator","54","Administrator Features","22","Company Level Admin Portal","26","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/administration","","","","","","447733","61421","61421","23.529","","1132","212","5.340","62.184","Normal","3.416","2","1","","565","278","0","99.640","170","70","0","42","15","0","","","","","4107404860e6541cdc4d949aa407da55","0.593","","","","","en-US","1.1","","","","","","https://www.efax.com/features/administration","2025-11-17 12:50:20"
"https://www.efax.com/industry/manufacturing","text/html; charset=UTF-8","200","OK","Indexable","","Secure Cloud Fax Solutions for Manufacturing Firms | eFax","57","519","Move beyond traditional faxing with eFax’s cloud fax solution for manufacturers. Reduce costs, safeguard critical data and simplify communication across your supply chain.","171","1090","","0","Secure Cloud Fax Solutions for Manufacturing Industry","53","Trusted by Experts","18","Advanced Fax Security & Flexibility for Manufacturing Businesses","64","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/industry/manufacturing","","","","","","485414","70628","70628","27.056","","2105","352","5.980","57.528","Fairly Hard","4.484","2","1","","845","279","0","100.000","180","70","0","54","26","0","","","","","ae065a9314a31a00b34f0e16ffd508cc","0.596","","","","","en-US","1.1","","","","","","https://www.efax.com/industry/manufacturing","2025-11-17 12:50:20"
"https://www.efax.com/free-fax","text/html; charset=UTF-8","200","OK","Indexable","","Free Fax Online | Send & Receive Faxes Instantly with eFax®","59","530","Send and receive free faxes online with eFax®. Start your free trial today and enjoy secure, easy faxing from any device, anywhere.","131","828","","0","Free Fax Online – Send & Receive Faxes for Free","47","How Free Fax Works with the eFax® Free Trial","44","Trusted by Experts","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/free-fax","","","","","","500302","72539","72539","27.788","","2410","366","6.585","77.288","Fairly Easy","4.361","2","0","","306","279","0","100.000","187","73","0","56","20","0","","","","","366f7a718a010f3d2082ec91f80db46a","0.612","","","","","en-US","1.1","","","","","","https://www.efax.com/free-fax","2025-11-17 12:50:20"
"https://www.efax.com/features/port-fax-number","text/html; charset=UTF-8","200","OK","Indexable","","Port Fax Numbers to eFax with Ease","34","320","Port your fax number to eFax and keep your existing fax number. Enjoy online faxing with e-signatures, mobile access, and cloud storage. Start using eFax today.","160","1015","","0","Port an Existing Fax Number to eFax","35","What It Means to Port a Fax Number","34","Two Great Benefits of Porting Your Fax Number","45","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.efax.com/features/port-fax-number","","","","","","459212","65187","65187","24.972","","1544","255","6.055","73.022","Fairly Easy","3.764","2","1","","300","279","0","100.000","168","69","0","44","16","0","","","","","b54e9e8cfe0b9a4a9b5b24c5d528619d","0.577","","","","","en-US","1.1","","","","","","https://www.efax.com/features/port-fax-number","2025-11-17 12:50:20"
